code,change_date,question,media,right_answer,first_wrong_answer,second_wrong_answer
[06040240],(26.04.2006),Na pozemní komunikaci objíždí vozidlo překážku. Musí jeho řidič dávat znamení o změně směru své jízdy?,,Ne.,Ano.,
[06040243],(26.04.2006),Řidič vozidla z výhledu projede vyobrazenou křižovatkou jako:,/Vestnik/GetImageQuestion/0287_6328165135600.swf.mp4,Druhý.,Třetí.,První.
[06040251],(26.04.2006),Po předjetí jiného vozidla máte v úmyslu se zařadit před toto vozidlo. Musíte dávat znamení o změně směru jízdy?,,Ne.,Ano.,
[06040252],(26.04.2006),Může řidič vozidla z výhledu vjet na železniční přejezd?,/Vestnik/GetImageQuestion/0091_6328165092978.swf.mp4,Ano.,Ne.,
[06040255],(26.04.2006),"V tunelu došlo k poruše motorového vozidla, které se stalo nepojízdným. Jako řidič takového vozidla nesmíte:",,Opustit vozidlo.,Zastavovat jiná vozidla.,Kouřit nebo zacházet s otevřeným ohněm.
[06040259],(26.04.2006),"Svítí-li světlo signálu se žlutým světlem ""Pozor!"" na křižovatce přerušovaně:",,Znamená to pro řidiče povinnost neprodleně křižovatku opustit.,Je to signál pro řidiče k volnému průjezdu křižovatkou.,Nejde o křižovatku s provozem řízeným světelnými signály.
[06040268],(26.04.2006),Řidič nesmí překročit:,,"Nejvyšší povolenou rychlost vozidla, a jde-li o jízdní soupravu, nemusí brát zřetel na nejvyšší povolenou rychlost přípojného vozidla.","Nejvyšší povolenou rychlost vozidla, a jde-li o jízdní soupravu, musí  brát zřetel jen na nejvyšší povolenou rychlost přípojného vozidla.","Nejvyšší povolenou rychlost vozidla, a jde-li o jízdní soupravu, nejvyšší povolenou rychlost žádného z vozidel soupravy."
[06040276],(26.04.2006),"Řidič vozidla, který nehodlá nebo nemůže projet podél tramvaje vpravo:",,"Musí pokračovat v jízdě za tramvají až na takové místo, kde lze podél tramvaje projet vpravo.",Musí zastavit vozidlo a umožnit ostatním řidičům projetí podél tramvaje.,"Musí za ní jet v takové vzdálenosti, aby umožnil projetí podél tramvaje ostatním řidičům."
[06040277],(26.04.2006),"Řidič, který měl účast na dopravní nehodě, je povinen:",,"Neprodleně zastavit vozidlo, jen pokud došlo ke zranění nebo usmrcení osob.","Neprodleně zastavit vozidlo, jen pokud došlo při této nehodě ke škodě na majetku převyšující částku 50 000 Kč nebo ke zranění nebo usmrcení osob.",Neprodleně zastavit vozidlo.
[06040278],(26.04.2006),"Zapnutím výstražného světelného znamení dává řidič upozornění, pokud:",,Řidič před vozidlem jede pomalu a zdržuje provoz na pozemních komunikacích.,"Předjíždí kolonu vozidel, která jej zpomaluje v jízdě.",Je nutné náhle snížit rychlost jízdy nebo zastavit vozidlo.
[06040287],(26.04.2006),Řidič motorového vozidla smí dávat světelné výstražné znamení krátkým přerušovaným rozsvícením dálkových světel nebo přepínáním potkávacích a dálkových světel:,,Jen mimo obec při předjíždění k upozornění řidiče předjížděného vozidla.,Pokud chce upozornit ostatní řidiče na silniční kontrolu.,Pouze k odvrácení hrozícího nebezpečí nebo k upozornění řidiče předjížděného vozidla.
[06040297],(26.04.2006),Řidič při vyjíždění z kruhového objezdu:,,Není povinen dát znamení o změně směru jízdy.,Je povinen upozornit ostatní účastníky provozu o svém úmyslu výstražným světelným znamením.,Je povinen dát znamení o změně směru jízdy vpravo.
[06040298],(26.04.2006),Řidič vjíždějící z účelové pozemní komunikace na jinou pozemní komunikaci:,,Nemusí dát přednost v jízdě vozidlům nebo jezdcům na zvířatech nebo organizovanému útvaru chodců nebo průvodcům hnaných zvířat se zvířaty jdoucím po pozemní komunikaci.,"Nemusí dát přednost jezdcům na zvířatech nebo organizovanému útvaru chodců jdoucím po pozemní komunikaci, musí dát přednost v jízdě pouze vozidlům jedoucím po pozemní komunikaci.",Musí dát přednost v jízdě vozidlům nebo jezdcům na zvířatech nebo organizovanému útvaru chodců nebo průvodcům hnaných zvířat se zvířaty jdoucím po pozemní komunikaci.
[06040299],(26.04.2006),Kdo odpovídá za umístění a upevnění dětské autosedačky v souladu s návodem k jejímu použití?,,Zákonný zástupce dítěte nebo jím pověřená osoba.,"Osoba, která dítě doprovází, a u dítěte bez doprovodu řidič.",Vždy řidič vozidla.
[06040308],(26.04.2006),"Za vozidlem hromadné dopravy osob, které zastavilo v obci v zastávce bez nástupního ostrůvku nebo bez nástupiště na zvýšeném tramvajovém pásu, musí řidič jiného vozidla:",,Snížit rychlost vozidla s ohledem na bezpečnost nastupujících a vystupujících cestujících.,"Vozidlo zastavit i v případě, zastaví-li vozidlo hromadné dopravy osob u okraje vozovky.","Vozidlo zastavit; je-li v zastávce více vozidel hromadné dopravy osob, musí zastavit za druhým z nich, pokračovat v jízdě smí teprve tehdy, neohrozí-li již cestující, kteří nastupují nebo vystupují."
[06040315],(26.04.2006),"Řidič vozidla, které zastavilo nebo stálo a opět vyjíždí od okraje pozemní komunikace nebo od chodníku:",,Musí dávat znamení o změně směru jízdy a nesmí ohrozit ani omezit ostatní účastníky provozu na pozemních komunikacích.,Nemusí dávat znamení o změně směru jízdy a může omezit ostatní účastníky provozu na pozemních komunikacích.,Musí dávat znamení o změně směru jízdy a nesmí ohrozit ostatní účastníky provozu na pozemních komunikacích.
[06040328],(26.04.2006),Na jednosměrné pozemní komunikaci smí řidič zastavit a stát:,,Pouze vpravo.,Pouze vlevo.,Vpravo i vlevo.
[06040332],(26.04.2006),Jak se zachováte jako řidič vozidla z výhledu?,/Vestnik/GetImageQuestion/5003_6328164872718.swf.mp4,Projedete křižovatkou jako první.,Dáte přednost zelenému automobilu.,Dáte přednost červenému automobilu.
[06040342],(26.04.2006),"Před železničním přejezdem, u kterého je umístěna dopravní značka ""Stůj, dej přednost v jízdě!"", musí řidič zastavit vozidlo:",,Nejdále 5 m za touto dopravní značkou.,Nejméně 5 m před železničním přejezdem.,"Na takovém místě, odkud má náležitý rozhled na trať."
[06040347],(26.04.2006),"Na silniční vegetaci, pokud to není povoleno místní úpravou na pozemní komunikaci:",,Řidič může zastavit na dobu nezbytně nutnou.,"Řidič může zastavit, nikoli však stát.",Řidič nesmí zastavit a stát.
[06050022],(05.05.2006),Jste řidičem vozidla z výhledu. Na vyobrazené křižovatce:,/Vestnik/GetImageQuestion/5039_6328241250428.swf.mp4,Máte přednost v jízdě před zeleným i žlutým vozidlem. Jako druhé projede křižovatkou žluté vozidlo a jako poslední zelené vozidlo.,"Musíte dát přednost v jízdě žlutému vozidlu, které přijíždí po hlavní pozemní komunikaci. Řidič zeleného vozidla musí dát přednost v jízdě vám.","Musíte dát přednost v jízdě žlutému vozidlu, protože je na hlavní pozemní komunikaci, i zelenému vozidlu, protože odbočujete vlevo."
[06050024],(05.05.2006),Jste řidičem vozidla z výhledu. Jaké chování očekáváte od řidiče zeleného vozidla?,/Vestnik/GetImageQuestion/5023_6328097089230.swf.mp4,Projede křižovatkou jako první a nedává přednost v jízdě žádnému vozidlu.,"Dá přednost v jízdě vašemu vozidlu, které projede křižovatkou jako první.",Dá přednost v jízdě červenému vozidlu a projede křižovatkou jako druhý.
[06050037],(05.05.2006),Podmínky pro udělení příslušného řidičského oprávnění musí osoba splňovat:,,Pouze v okamžiku udělení tohoto řidičského oprávnění.,Pouze v okamžiku udělení tohoto řidičského oprávnění nebo při přezkoušení z odborné způsobilosti.,Po celou dobu držení tohoto řidičského oprávnění.
[06050048],(05.05.2006),Jedete v obci jako řidič vozidla z výhledu. Je vaší povinností umožnit autobusu vyjetí ze zastávky?,/Vestnik/GetImageQuestion/5058a_6328243839710.swf.mp4,"Ne, protože autobus vyjíždí od okraje pozemní komunikace.","Ano, avšak pouze snížením rychlosti nebo změnou směru jízdy, nikoli zastavením vozidla.","Ano, a to snížením rychlosti jízdy nebo i zastavením vozidla."
[06050055],(06.05.2006),Jako řidič automobilu z výhledu projedete touto křižovatkou:,/Vestnik/GetImageQuestion/5001_6328096847516.swf.mp4,"Jako první, protože zelené vozidlo, které přijíždí zprava, vám musí dát přednost v jízdě.","Jako první nebo druhý. Vozidla projíždějí křižovatkou v pořadí, v jakém k ní přijela.","Jako druhý, protože zelené vozidlo, které přijíždí zprava, má přednost v jízdě."
[06050059],(06.05.2006),Ve vyobrazené dopravní situaci jste řidičem vozidla z výhledu. Na křižovatce:,/Vestnik/GetImageQuestion/5024_6328253930273.swf.mp4,Máte přednost v jízdě před červeným vozidlem. Zelené vozidlo projede křižovatkou jako první.,Dáte přednost v jízdě zelenému i červenému vozidlu. Jako první projede křižovatkou zelené vozidlo.,Dáte přednost v jízdě červenému i zelenému vozidlu. Jako první projede křižovatkou červené vozidlo.
[06050073],(07.05.2006),Jste řidičem vozidla z výhledu. Na vyobrazené křižovatce:,/Vestnik/GetImageQuestion/5006c_6328259883792.swf.mp4,"Pojedete jako druhý, hned po zeleném vozidle, kterému musíte dát přednost v jízdě.",Pojedete jako poslední. Jako první pojede zelené vozidlo a po něm červené nákladní vozidlo.,Pojedete jako první. Po vás pojede zelené vozidlo a jako poslední červené nákladní vozidlo.
[06050074],(07.05.2006),Vyobrazená dopravní značka:,/Vestnik/GetImageQuestion/C5a_6327828831158_6328260602360.gif,Doporučuje řidiči motorového vozidla o třech a více kolech pokračovat v jízdě až po nasazení sněhových řetězů.,Zakazuje vjezd vozidlům s nasazenými sněhovými řetězy.,Přikazuje řidiči motorového vozidla o třech a více kolech pokračovat v jízdě až po nasazení sněhových řetězů na nejméně dvě hnací kola.
[06050109],(09.05.2006),Které z následujících motorových vozidel smíte řídit s řidičským oprávněním skupiny D:,,"Motorové vozidlo určené pro přepravu nákladu, se třemi místy k sezení, jehož maximální přípustná hmotnost je 7.900 kg.","Motorové vozidlo určené pro přepravu nákladu, se dvěma místy k sezení, jehož maximální přípustná hmotnost je 12.000 kg.","Motorové vozidlo určené pro přepravu osob, s deseti místy k sezení, jehož maximální přípustná hmotnost je 7.500 kg."
[06050116],(09.05.2006),Které z následujících motorových vozidel smíte řídit s řidičským oprávněním skupiny D:,,"Motorové vozidlo se třemi místy k sezení, jehož maximální přípustná hmotnost je 15.500 kg.",Motocykl s postranním vozíkem o objemu válců 498 cm3 a výkonu 37 kW.,"Motorové vozidlo s padesáti místy k sezení, jehož maximální přípustná hmotnost je 14.800 kg."
[06050117],(09.05.2006),"S řidičským oprávněním skupiny D smíte řídit jízdní soupravu za předpokladu, že k motorovému vozidlu, k jehož řízení řidičské oprávnění skupiny D opravňuje, připojíte:",,Přípojné vozidlo o maximální přípustné hmotnosti nepřevyšující 1.000 kg.,Přípojné vozidlo o maximální přípustné hmotnosti nepřevyšující 1.250 kg.,Přípojné vozidlo o maximální přípustné hmotnosti nepřevyšující 750 kg.
[06050118],(09.05.2006),"Řídit motorové vozidlo určené pro přepravu osob, s dvaceti místy k sezení, jehož maximální přípustná hmotnost je 8.000 kg, pouze na základě řidičského oprávnění skupiny C:",,"Smíte, a to bez omezení.","Smíte, pokud počet přepravovaných osob nepřekročí 8 osob.",Nesmíte.
[06050127],(09.05.2006),Které z následujících motorových vozidel nesmíte řídit s řidičským oprávněním skupiny C:,,"Motorové vozidlo určené pro přepravu nákladu, se dvěma místy k sezení, jehož maximální přípustná hmotnost je 12.000 kg.","Motorové vozidlo určené pro přepravu nákladu, se třemi místy k sezení, jehož maximální přípustná hmotnost je 7.900 kg.","Motorové vozidlo určené pro přepravu osob, s deseti místy k sezení, jehož maximální přípustná hmotnost je 7.500 kg."
[06050130],(09.05.2006),Které z následujících motorových vozidel smíte řídit na základě řidičského oprávněním skupiny C:,,"Motorové vozidlo určené pro přepravu osob, s patnácti místy k sezení, jehož maximální přípustná hmotnost je 7.850 kg, v němž je v danou chvíli přepravováno pět osob.","Motorové vozidlo určené pro přepravu osob, s dvanácti místy k sezení, jehož maximální přípustná hmotnost je 7.550 kg.","Motorové vozidlo určené pro přepravu nákladu, se dvěma místy k sezení, jehož maximální přípustná hmotnost je 8.000 kg."
[06050143],(07.05.2006),Jste řidičem vozidla z výhledu. Na vyobrazené křižovatce:,/Vestnik/GetImageQuestion/5031_6328097118963.swf.mp4,"Projedete jako první, protože jste na hlavní pozemní komunikaci. Hned po Vás projede červený nákladní automobil.","Projedete jako druhý, hned po protijedoucím žlutém vozidle, kterému musíte dát přednost v jízdě.","Projedete jako druhý, hned po červeném nákladním vozidle, kterému musíte dát přednost v jízdě."
[06050156],(31.12.2015),Tato značka upozorňuje na:,/Vestnik/GetImageQuestion/0041_6328287161868.swf.mp4,"Místo, kde se vozovka oproti předcházejícímu úseku výrazně zužuje z jedné strany.","Místo, kde při souběžné jízdě platí střídavé řazení do jízdního proudu průběžného pruhu.","Místo,kde se vozovka oproti předcházejícímu úseku výrazně zužuje, a to z obou stran."
[06050157],(06.01.2016),Řidič motorového vozidla o maximální přípustné hmotnosti nepřevyšující 3 500 kg a autobusu smí jet:,,Na silnici pro motorová vozidla a na dálnici rychlostí nejvýše 130 km.h-1.,"Na silnici pro motorová vozidla rychlostí nejvýše 110 km.h-1 a na dálnici rychlostí nejvýše 130 km.h-1, s výjimkou řidiče autobusu, který na dálnici smí jet rychlostí nejvýše 110 km.h-1.",Na silnici pro motorová vozidla rychlostí nejvýše 110 km.h-1 a na dálnici rychlostí nejvýše 130 km.h-1.
[06050200],(31.12.2015),Tato dopravní značka:,/Vestnik/GetImageQuestion/A11_6328330438753.jpg,Upozorňuje na místo nebo úsek pozemní komunikace s možností zvýšeného výskytu chodců anebo častého přecházení chodců přes pozemní komunikaci.,"Upozorňuje na místo nebo úsek pozemní komunikace, v jejichž blízkosti se chodci často pohybují nebo shromažďují, přecházejí vozovku, nebo kde hrozí zvýšené nebezpečí jejich nenadálého vběhnutí do vozovky.","Upozorňuje na přechod pro chodce, který by řidič jinak neočekával a který není viditelný z dostatečné vzdálenosti."
[06050201],(31.12.2015),Tato dopravní značka:,/Vestnik/GetImageQuestion/A8 _6328330430524.jpg,"Upozorňuje na dvě nebo více po sobě následujících zatáček (směrových oblouků), z nichž první je vlevo, a jejichž bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy.","Upozorňuje na místo nebo úsek pozemní komunikace, kde může dojít ke smyku vozidla za ztížených povětrnostních podmínek, například za deště nebo sněžení.","Upozorňuje na místo nebo úsek pozemní komunikace, kde může dojít ke smyku vozidla i za neztížených povětrnostních podmínek."
[06050202],(31.12.2015),Tato dopravní značka:,/Vestnik/GetImageQuestion/A6a_6328330157071.jpg,"Upozorňuje na místo, kde se vozovka oproti předcházejícímu úseku výrazně rozšiřuje, a to z obou stran.","Upozorňuje na místo, kde se snižuje počet jízdních pruhů a kde při souběžné jízdě platí střídavé řazení do jízdního proudu.","Upozorňuje na místo, kde se vozovka oproti předcházejícímu úseku výrazně zužuje, a to z obou stran."
[06050203],(31.12.2015),Tato dopravní značka:,/Vestnik/GetImageQuestion/A10_6328330435820.jpg,"Upozorňuje na železniční přejezd, který je vybaven přejezdovým zabezpečovacím zařízením, které by řidič jinak neočekával.","Upozorňuje na každou křižovatku, na které je provoz řízen světelnými signály.","Upozorňuje na místo, kde je provoz na pozemní komunikaci řízen světelnými signály, které by řidič jinak neočekával, nebo které nejsou s ohledem na místní podmínky viditelné z dostatečné vzdálenosti."
[06050204],(31.12.2015),Tato dopravní značka:,/Vestnik/GetImageQuestion/A2b_6328330145246.jpg,"Upozorňuje na dvě nebo více po sobě následujících zatáček (směrových oblouků), z nichž první je vpravo, a jejichž bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy.","Upozorňuje na zatáčku (směrový oblouk) vpravo, jehož bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy.","Upozorňuje na dvě nebo více po sobě následujících zatáček (směrových oblouků), z nichž první je vlevo, a jejichž bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy."
[06050205],(31.12.2015),Tato dopravní značka upozorňuje na místo nebo úsek pozemní komunikace:,/Vestnik/GetImageQuestion/A12_6328330440401.jpg,"S předpokladem zvýšeného výskytu chodců anebo častého přecházení chodců přes pozemní komunikaci v místě, kde není zřízen přechod pro chodce, např. v místě pro přecházení.",Kde se nachází zastávka autobusu přepravujícího děti a kde je řidič povinen dbát zvýšené opatrnosti vůči nebezpečí jejich nenadálého vběhnutí do vozovky.,"V jejichž blízkosti se děti často pohybují nebo shromažďují, přecházejí vozovku, nebo kde hrozí zvýšené nebezpečí jejich nenadálého vběhnutí do vozovky."
[06050206],(02.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/A23_6328330460954.jpg,"Upozorňuje na místo, kde při souběžné jízdě platí střídavé řazení do jízdního proudu průběžného pruhu.",Upozorňuje na bezpečný odstup mezi vozidly jedoucími v koloně.,Upozorňuje na nebezpečí výskytu kolony stojících nebo pomalu jedoucích vozidel.
[06050207],(02.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/A24_6328330462834.jpg,Upozorňuje na řidiče motorového vozidla o třech a více kolech pokračovat v jízdě až po nasazení sněhových (protiskluzových) řetězů na nejméně dvě hnací kola.,"Přikazuje řidiči motorového vozidla kategorie M nebo N, aby pokračoval v jízdě jen při splnění podmínek stanovených zákonem pro provoz vozidel v zimním období, a to bez ohledu na datum a aktuální nebo předpokládané povětrnostní podmínky.",Upozorňuje na úsek se zvýšeným nebezpečím výskytu náledí na vozovce.
[06050208],(02.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/A1a_6328331612165.jpg,Vyznačuje skutečný tvar hlavní pozemní komunikace.,Označuje zejména nebezpečnou zatáčku a usměrňuje provoz ve směru šipky.,"Upozorňuje řidiče na zatáčku (směrový oblouk) vpravo, jehož bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy."
[06050209],(02.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/A26_6328330466618.jpg,"Upozorňuje na místo, hromadné dopravní nehody.","Upozorňuje na vjezd do tunelu, kde kromě obecných pravidel provozu na pozemních komunikacích platí zvláštní pravidla pro provoz v tunelu.",Upozorňuje na nebezpečí výskytu mlhy nebo kouře.
[06050210],(02.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/A25_6328330464935.jpg,"Upozorňuje na místo, kde má řidič povinnost dát přednost v jízdě tramvaji, a to zejména mimo křižovatku.","Upozorňuje na místo nebo úsek pozemní komunikace, kde je povolena jízda podél tramvaje vlevo.","Upozorňuje na místo, kde tramvaj křižuje směr jízdy ostatních vozidel."
[06050211],(02.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/A19_6328330454937.jpg,Zakazuje vjezd cyklistům a jízdu na jízdním kole. Vedení jízdního kola cyklistou je povoleno.,Přikazuje cyklistům užít v daném směru takto označeného pruhu nebo stezky.,"Upozorňuje na místo, kde cyklisté vjíždějí na vozovku nebo ji přejíždějí, anebo na úsek, kde se cyklisté často vyskytují."
[06050212],(02.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/A19_6328332008906.jpg,Vyznačuje pruh nebo stezku pro cyklisty.,Označuje místo určené pro cyklisty čekající na světelný signál „Volno“.,"Upozorňuje na místo, kde cyklisté vjíždějí na vozovku nebo ji přejíždějí, anebo na úsek, kde se cyklisté často vyskytují."
[06050213],(31.12.2015),Tato dopravní značka upozorňuje na:,/Vestnik/GetImageQuestion/A15_6328330445826.jpg,"Místo nebo úsek pozemní komunikace, kde může docházet k časté nakládce a vykládce vozidel správce pozemní komunikace.","Místo nebo úsek pozemní komunikace, kde může docházet k častému pohybu hrajících si dětí.","Práci na pozemní komunikaci nebo v jejím bezprostředním okolí, která by mohla ohrozit bezpečnost provozu na pozemních komunikacích nebo při níž by mohli být provozem ohroženi pracovníci tuto činnost vykonávající."
[06050214],(31.12.2015),Tato dopravní značka:,/Vestnik/GetImageQuestion/A16_6328330447818.jpg,"Upozorňuje na místo, v jehož blízkosti je umístěn větrný rukáv, z jehož pohybu je patrný směr a síla větru.","Upozorňuje na místo, v jehož blízkosti je letiště, kde v malé výšce nad pozemní komunikací přelétávají letadla.","Upozorňuje na místo s nebezpečím náhlého poryvu bočního větru, který může ohrozit bezpečnost provozu na pozemních komunikacích."
[06050215],(31.12.2015),Tato dopravní značka:,/Vestnik/GetImageQuestion/A9 _6328330433182.jpg,"Upozorňuje na úsek pozemní komunikace, kde je provoz veden střídavě v obou směrech.","Upozorňuje na úsek pozemní komunikace, kde je řidič povinen dát přednost v jízdě protijedoucímu vozidlu v případě, kdy se protijedoucí vozidla nemohou bezpečně vyhnout.","Upozorňuje na úsek pozemní komunikace, kde je na rozdíl od předcházejícího úseku provoz vozidel veden dočasně nebo trvale v obou směrech."
[06050216],(31.12.2015),"Tato dopravní značka upozorňuje na místo nebo úsek pozemní komunikace, kde:",/Vestnik/GetImageQuestion/A14_6328330443803.jpg,"Může docházet k častému výskytu domácích zvířat na pozemní komunikaci, přičemž na značce může být použít i jiný určený symbol zvířete.",Platí zákaz používání výstražných zvukových znamení z důvodu ochrany divoké zvěře.,"Může docházet k častému výskytu divoké zvěře na pozemní komunikaci, přičemž na značce může být použít i jiný určený symbol volně žijícího živočicha."
[06050217],(31.12.2015),Tato dopravní značka:,/Vestnik/GetImageQuestion/A3 _6328330147992.jpg,"Upozorňuje předem na křižovatku, kde je přednost v jízdě upravena dopravními značkami.","Upozorňuje na jednokolejný železniční přejezd. Je-li řidič povinen před železničním přejezdem zastavit vozidlo, zastaví před touto značkou.","Upozorňuje na křižovatku, kde na rozdíl od svého předcházejícího průběhu již není pozemní komunikace hlavní a uplatňuje se zde ustanovení o přednosti v jízdě vozidel přijíždějících zprava."
[06050218],(31.12.2015),Tato dopravní značka upozorňuje:,/Vestnik/GetImageQuestion/A2a_6328330143214.jpg,"Na zatáčku (směrový oblouk) vpravo, jehož bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy.","Na dvě nebo více po sobě následujících zatáček (směrových oblouků), z nichž první je vlevo, a jejichž bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy.","Na dvě nebo více po sobě následujících zatáček (směrových oblouků), z nichž první je vpravo, a jejichž bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy."
[06050219],(31.12.2015),Tato výstražná dopravní značka:,/Vestnik/GetImageQuestion/A17_6328330449667.jpg,"Upozorňuje na místo nebo úsek pozemní komunikace, kde řidič musí dbát zvýšené opatrnosti vůči ostatním účastníkům provozu na pozemních komunikacích vzhledem k častému výskytu vodních kaluží.","Upozorňuje na místo nebo úsek pozemní komunikace, kde se může vlivem sesuvů nebo padání kamenů na pozemní komunikaci vyskytovat kamení nebo zemina.","Upozorňuje na místo nebo úsek pozemní komunikace, kde se na vozovce vyskytuje volný štěrk, který by mohl ohrozit bezpečnost účastníků provozu na pozemních komunikacích."
[06050221],(02.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/A22_6328330458754.jpg,"Upozorňuje na změnu místní úpravy provozu na pozemních komunikacích, změnu v organizaci dopravy, neobvyklé stavební uspořádání pozemní komunikace, místo s častým výskytem nehod apod.","Železniční přejezd, který není označen jinými dopravními značkami.","Upozorňuje na jiné nebezpečí než to, které je možno označit příslušnou výstražnou značkou."
[06050222],(31.12.2015),Tato dopravní značka:,/Vestnik/GetImageQuestion/A7b_6328330428829.jpg,"Upozorňuje na hrboly, výtluky, díry a jiné nerovnosti ve vozovce nebo na úsek s nerovným povrchem vozovky, vyžadující zvýšenou opatrnost nebo výrazné snížení rychlosti jízdy.",Upozorňuje na nerovnosti ve vozovce nebo na úsek s nerovným povrchem vozovky způsobeným vyjetými kolejemi.,"Upozorňuje na umělou nerovnost na vozovce, jejímž účelem je zejména snížení rychlosti jedoucích vozidel."
[06050223],(02.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/A20_6328330456829.jpg,Informuje o jiném cíli než obci nebo její části. Za jiný cíl se ve vyobrazeném případě považuje letiště.,Upozorňuje na úsek pozemní komunikace směřující na nechráněné letiště.,"Upozorňuje na místo, kde v malé výšce nad pozemní komunikací přelétávají letadla."
[06050224],(31.12.2015),Tato dopravní značka:,/Vestnik/GetImageQuestion/A1a_6328329804424.jpg,"Upozorňuje na nebezpečnou zatáčku, v níž musí řidič výrazně snížit rychlost jízdy, a usměrňuje provoz ve směru šipky.","Upozorňuje na zatáčku (směrový oblouk) vlevo, jehož bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy.","Upozorňuje na zatáčku (směrový oblouk) vpravo, jehož bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy."
